Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2024-11-28 08:28:09,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7267816523816202240,"The Error That Made Me Feel Like a Newbie Again - Heap Allocation Error""
""""
""In the world of #Software Development, encountering a bug that takes down production can be a humbling experience. Today, I’ll share my experience with a Heap Allocation Error—the kind of issue that makes you question everything you know.""
""""
""""
""What Is a Heap Allocation Error?""
""""
""This error occurs when your application runs out of memory while trying to allocate space in the heap, a region of memory used to store dynamically allocated data. It’s commonly caused by two scenarios:""
""📍 Memory Leaks: When memory isn’t released after being used, leading to exhaustion over time.""
""📍 ⁠Limited RAM: When the system’s allocated memory is insufficient for the app’s demands.""
""""
""""
""How It Happened""
""""
""The root cause of my issue was insufficient RAM. After pushing a major update, the system’s demands increased, and with the tight memory limits on my #AWSLightsail instance, it couldn’t start up successfully. This triggered the dreaded heap allocation error, temporarily taking production offline—a stressful and eye-opening experience.""
""""
""""
""Temporary Fix""
""""
""To address the issue quickly, I upgraded my Lightsail instance to one with more RAM. This provided the system with enough memory to start up and run smoothly, allowing production to recover while I investigated further.""
""""
""""
""Permanent Fix""
""""
""If a memory leak is identified as the root cause, solving it requires a thorough debugging and optimization process:""
""	1.	Profiling the Application: Use tools like Node.js Heap Profiler or VisualVM to monitor memory usage and identify leaks.""
""	2.	Fixing Leaks: Look for objects that are no longer referenced but aren’t being garbage collected. Refactor code to ensure proper memory management.""
""	3.	Stress Testing: Simulate high-traffic scenarios to confirm the issue is resolved and the app can handle its workload.""
""""
""For a detailed guide on debugging memory leaks, I recommend this great article - https://lnkd.in/dCkw4Sqe""
""""
""""
""How to Identify a Memory Leak""
""""
""Detecting a memory leak often starts with observing memory usage patterns:""
""📍 If memory usage continuously grows without stabilizing, even when traffic decreases, a leak is likely.""
""📍 ⁠Tools like Chrome DevTools, Heapdump, or PM2 monitoring can provide valuable insights into memory usage trends.""
""""
""""
""Let’s Connect!""
""""
""Have you encountered a production bug that brought everything to a halt? Share your story in the comments or connect with me—let’s exchange lessons and grow together! 🚀""
""""
""""
""New here? I'm Ifeanyi, A #BackendEngineer 🧑‍💻 ""
""""
""#memoryManagement ""
""#debugging #heapAllocation","","",MEMBER_NETWORK
2024-11-17 13:26:06,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7263905239647277056,"Feeling burned out by tech? Attending a tech event is my perfect way to reset—networking, learning, and unwinding all in one.""
""""
""Yesterday at Genie Unwind was such a cool experience!! Got to hang out with techies and like-minded people, and here’s what stood out for me:""
""""
""📌 Joshua Mba  shared his career journey, and it really hit home. He talked about moving from just working on projects to actually making moves that count. His four key tips were:""
""	•	Make yourself indispensable""
""	•	Network and build strong connections""
""	•	Document everything you do""
""	•	Take your personal brand seriously""
""""
""📌 Sophie reminded us how powerful community can be and why it’s super important.""
""""
""📌 Had a deep convo with Charles Chinoziem-Best  (Senior FullStack Engineer). He shared some gems about what really goes into industry-level production, like:""
""	•	Keeping track of server responses""
""	•	Using KQL to dig into logs""
""	•	Why NestJS  structure is worth it""
""	•	JavaScript limitations with handling large numbers""
""""
""📌 Plus, I got to catch up with familiar faces and meet some amazing new ones.""
""""
""Key takeaway: Events like this mean different things to different people, but the trick is to use them to level up!""
""""
""How about you? What’s your major reason for attending events in your field?""
""I’ll go first in the comments! 👇""
""""
""New here? I'm Ifeanyi, A Backend Engineer 🧑‍💻""
""""
""Genesys Tech Hub  ""
""Inyene Ikpe ""
""Amara Onyeji ""
""""
""#techcommunity #learnable #geniesUnwind","","",MEMBER_NETWORK
2024-11-11 10:56:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7261693254058827778,"Hybrid Work in Action: Deploying a Result Management Portal at MOUAU""
""""
""Last week, I had the rewarding experience of deploying a comprehensive Result Management Portal at Michael Okpara University of Agriculture, Umudike (MOUAU). This marks a significant step toward streamlining result processing for the institution.""
""""
""Key highlights:""
""	•	Met with 2 Deans to demo the portal and showcase its functionality, ensuring it meets their needs.""
""	•	Scheduled full staff training for next week to onboard the entire team and ensure seamless adoption of the platform.""
""	•	Collected student data from two pending colleges in the required CSV format, making sure the available colleges are ready for smooth integration.""
""""
""4 Key Lessons I Learned Along the Way:""
""→ Start Small and Scale""
""→ Listen to Feedback""
""→ Ensure Compatibility""
""→ Provide Adequate & Continuous Training""
""""
""How I initially stumbled: I underestimated user adoption barriers. High expectations or lack of user input in the implementation process may have played a role in this. But with these lessons in mind, I’ve been able to steer the deployment in the right direction.""
""""
""The journey continues this week, and I’m excited to see this platform improve efficiency and ease result management for staff and students. 🚀""
""""
""Now I’d love to hear your story. What lessons have you learned from deploying software in your career?""
""""
""New here? I'm Ifeanyi, a Backend Engineer 🧑‍💻.""
""""
""#OKOKSoft #pioneerinltd #tech #hybridwork #resultmanagement #MOUAU #softwaredeployment","","",MEMBER_NETWORK
2024-10-30 07:59:38,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7257300102090788864,"Calling all Frontend Engineers, Mobile Engineers, and Designers! I’m looking for collaborators to help build a Loan Cooperative Package. My DMs are open!""
""""
""I know I can’t do it alone, but I can guarantee you’ll have an incredible team alongside you.""
""""
""#frontend #mobile #design","","",MEMBER_NETWORK
2024-10-29 14:33:20,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7257036791436742658,"How I Slashed Development Costs by 73% Using AWS Lightsail 🚀""
""""
""Ever wondered how to drastically cut your cloud costs without sacrificing performance? I managed to reduce mine by 73%—and here’s how! 💡""
""""
""In my last post, I shared how switching from Render to AWS helped reduce latency. I initially leveraged ECS, RDS, EC2, ECR, VPC, and S3 to achieve this, but my bill quickly hit $26—way over my budget.""
""""
""That’s when I discovered AWS Lightsail. For just $7 per month, I got a 1GB RAM, 40GB SSD instance that helped me achieve significant cost savings. It wasn’t an entirely smooth ride—there was a learning curve—but it was worth it. ""
""""
""Here’s my 6-step guide to get started:""
""""
""📌 Set Up ECR and Deploy Your Codebase""
""📌 Create a Lightsail Instance and Install Docker & AWS""
""📌 Configure AWS on Your Lightsail Instance""
""📌 Automate Code Deployment to Lightsail with GitHub Actions""
""📌 Create SWAP Memory to Assist RAM""
""📌 Set Up a Database on Your Lightsail Instance and Migrate Your Data""
""""
""Curious on the steps? Here’s the full breakdown: https://lnkd.in/dyBDVHtS""
""""
""How Have You Optimized Your AWS Costs? Share Your Experiences in the comments.""
""""
""♻️ If this resonates, feel free to share ""
""""
""New here? I'm Ifeanyi, a Backend Engineer.""
""""
""#AWSLightsail #CloudComputing #CostOptimization #AWS #DevOps","","",MEMBER_NETWORK
2024-10-21 17:56:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7254188888431181824,"Productivity Tip I Just Figured Out:""
""""
""Before taking a break, get something half done. It’s way easier to pick up where you left off when you get back. 🚀""
""""
""Let me know what you do to step up!","","",MEMBER_NETWORK
2024-10-18 09:58:16,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7252981303476703233,Absolutely “no one” 😂,"","",MEMBER_NETWORK
2024-10-17 16:18:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7252714590084456449,"👨‍💻 Why build 10 GET endpoints when ONE can do the job? Here’s how I streamlined my process with just one flexible endpoint to handle all GET Requests.…""
""""
""To eliminate the need for redundant endpoint creation when the you need specific data, here’s a five-step guide using modular architecture:""
""""
""Step 1:""
""Identify the database table and all potential parameters for fetching data. GET requests typically receive data via Params or Query.""
""""
""Step 2:""
""Implement validation middleware for each method chosen. This middleware should enforce a strict schema for incoming data and handle necessary transformations.""
""""
""Step 3:""
""Design the route to follow this structure:""
""path ➡️ validation middleware ➡️ controller.""
""""
""Step 4:""
""In the controller, extract and store the request data. Pass this data to your service layer for further processing.""
""""
""Step 5:""
""Within the service layer, parse the incoming data through an additional schema, ensuring proper type conversion (e.g., converting strings to integers in GET requests). Afterward, execute the database query, passing the formatted data as the query body:""
""{ where: { ...body } }.""
""""
""This approach can be applied to any database GET operation. It’s especially effective for GetMany, and when no matching results are found, return a clear response:""
""""No [data type] matched this search"".""
""""
""♻️ If this resonates, feel free to share or comment on how you scale your apps""
""""
""New here? I'm Ifeanyi, 𝐚 Backend Developer.""
""""
""How I do mine ⬇️","","",MEMBER_NETWORK
2024-10-13 18:27:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7251297404937719808,"Turning hopes into reality – mentoring at Genesys was an unforgettable journey with my incredible mentees.""
""""
""On recieving my acceptance on becoming a mentor, I made a post on Twitter: “At least half of my mentees will bag their certificate.”""
""""
""I kept reflecting on how, during my time in the program as an intern, so many people dropped out. But I stayed hopeful, determined to make it work by crook or hook! 😂 This was long before I was assigned my mentees, but I was preparing myself mentally.""
""""
""I was eventually assigned three amazing mentees, all with almost no coding experience. But what they lacked in experience, they more than made up for with strong will and sharp minds. At that point, my job was already half done because they had what it takes to succeed – resilience.""
""""
""The journey was thrilling. Motivating coders and reminding them that there’s more to life than the leaderboard 😂 really strengthened my relationships with other mentors. And of course, Tappi always made things worthwhile with his swift, spot-on Messi-like responses! 😂😂""
""""
""As the program came to an end, I was filled with fulfillment 🥁:""
""📌 2 of my mentees were nominated for awards""
""📌 3/3 of my mentees earned their certificates""
""📌 I got nominated for Backend Mentor of the Year""
""📌 I had the privilege of being a stepping stone for 3 great minds 🔥""
""""
""At this point, I feel like a proud dad 🌚.""
""""
""Thank you, Genesys Tech Hub ""
""Thank you, Inyene Ikpe ""
""Thank you, Chukwuma Igwenagu , Linda and Samuel 🙏""
""You all were essential to my growth here!""
""""
""Want to be part of this journey? 🫵 Tap the link below to apply for Learnable 24:""
""""
""https://lnkd.in/dHpfCSwm""
""""
""Let me know in the comments about any memorable experiences you’ve had while mentoring! I will go first 🌚","","",MEMBER_NETWORK
2024-10-09 15:00:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7249795799310581762,"Read this to know why your app runs slow in the afternoon and fast at night!!""
""""
""If you’re a fellow techie, you’ve probably been there. If not, don’t worry—I’ve got you covered.""
""""
""In this post, I’ll break down why apps can slow down, a frustration that often leads to gadgets and apps getting abandoned. It’s a problem worth understanding, and tackling it has made me a better programmer. More importantly, I’ll share tips on how to overcome this issue and improve app performance. So, whether you’re a tech enthusiast or know someone facing this challenge, read on!""
""""
""Techies, let’s dive in.""
""""
""If you’ve ever written code, you might have thought, “I don’t really know what happens after I send a request—it just works.” Well, that unknown area? It’s called a Black Box. And that’s likely where the delay lies.""
""""
""So, let’s fix that knowledge gap to help you write faster, more efficient code.""
""""
""📍 Operating System (OS) and Kernel""
""	Understanding the Operating System as a developer improves your ability to write better code. ""Why?” Because the OS controls how resources are allocated to your app, directly impacting performance. Whether you’re building lightweight mobile apps or handling massive backend systems, understanding how the OS works helps you avoid slowdowns, especially during peak usage times.""
""	""
""Examples of OS include Android, iOS, macOS, Windows, and Linux.""
""""
""Here’s how I’m upskilling in this area:""
""""
""📌 Operating Systems - I’m currently studying “Fundamentals of Operating Systems” by Hussein Nasser  on Udemy.""
""""
""In software, speed is everything. Just like how iPhones beat Androids on response time (don’t @ me 😂), users are likely to ditch your app if it’s slow.""
""""
""Feel free to drag the iPhone vs. Android debate in the comments! 😎""
""""
""First time seeing my post?""
""""
""I’m Ifeanyi, a Backend Developer and Tech Enthusiast. Connect with me for more relatable content and tech tips.""
""""
""🟣 Repost if you found this insightful, and help ghost connections defeat their enemy: resistance.""
""It’s said that if you can identify your enemy, there’s a 60% chance you’ll win the fight.""
""""
""Fighting!!!","","",MEMBER_NETWORK
2024-09-27 08:01:07,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7245341677085704192,"Think Process, Not Product! 🚧""
""""
""“Pull back the curtain on your process.” People are naturally curious about what others do. They don’t just want to see the polished outcome — they want to see how the bread gets baked 🍞.""
""""
""So, how do you show your work even when you feel like there’s nothing to show? Here’s the trick:""
""""
""🌀 Share something small every day! ♻️ It doesn’t have to be perfect, and it’s okay if 90% of it isn’t your best work. The key is to get comfortable with sharing, with No Fear.""
""""
""There’s one law to follow though: Post as if everyone who can read it has the power to fire you. Keep it professional, but don’t let perfection hold you back.""
""""
""Stick with it for a few weeks, and you’ll be amazed at how your ideas (Flow) can turn into valuable assets (Stock)!""
""""
""#ShareYourProcess #Creativity #ShowYourWork #GrowthMindset","","",MEMBER_NETWORK
2024-09-27 06:23:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7245317133532844033,Niketa Parmar is #hiring. Know anyone who might be interested?,"","",MEMBER_NETWORK
2024-09-24 07:57:19,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7244253553630797826,"You don’t have to be a Genius.""
""""
""Be an Amature - Even for professionals, the best way to flourish is to retain an amateur’s spirit and embrace uncertainty and the unknown.""
""""
""You can’t find your voice if you don’t use it - Second slide""
""""
""Read Obituaries 💀- Last Slide.""
""""
""Clips from my Early morning Read","","",MEMBER_NETWORK
2024-09-19 08:14:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7242445978409062400,"Burning Platform: From Render to AWS 🎚️""
""""
""Making the switch from Render to AWS was a game-changer, but it came with a steep learning curve. Here’s how I tackled the migration, what worked, and the key lessons I learned along the way.""
""""
""I needed to quickly choose the best AWS services for a Container Registry, Orchestration, Virtual Server, Cloud Object Storage, Postgres DB, and CI/CD. Here’s what I went with:""
""""
""1.	AWS ECR (Elastic Container Registry)""
""2.	AWS ECS (Elastic Container Service)""
""3.	AWS EC2 (Elastic Compute Cloud)""
""4.	AWS S3 (Simple Storage Service)""
""5.	AWS RDS (Relational Database Service)""
""6.	GitHub Actions""
""""
""How it all fits together:""
""""
""AWS ECR:""
""Similar to Docker Hub, it served as my container registry.""
""""
""•	I created a container image and pushed it to ECR.""
""""
""AWS ECS:""
""This was my orchestration service—this part was tricky.""
""""
""•	I created a Cluster and Task Definition.""
""•	The Cluster then spun up an EC2 instance based on the specs I provided.""
""•	I set up a Daemon Service to create tasks using the Task Definition.""
""""
""AWS EC2:""
""EC2 served as the virtual server.""
""""
""•	The Cluster automatically created an instance for me.""
""•	The tasks generated snapshots of my container here.""
""•	I could then access the app from this EC2 instance.""
""""
""AWS S3:""
""Used for cloud object storage.""
""""
""•	I uploaded my environment files here (using SSE encryption) because AWS Secrets Manager was a bit pricey.""
""•	I had to add an S3 permission policy to my ECS task definition so it could access these files.""
""""
""AWS RDS:""
""Set up a free-tier Postgres database here. Easy enough!""
""""
""GitHub Actions:""
""My go-to for CI/CD.""
""""
""•	I used an AWS.yml file based on the GitHub docs and customized it.""
""•	The Task Definition JSON file was added to the root directory, and I updated all the parameters.""
""""
""How it works now:""
""""
""1.	On every push, my code is containerized and pushed to ECR.""
""2.	The Task Definition is updated in ECS.""
""3.	A new task is created based on the latest definition.""
""4.	I can access the updated deployment via the EC2 public IP. 🥳""
""""
""Common Mistakes to Avoid:""
""""
""1.	Set Network Mode to “host” in the Task Definition if your VPC subnet is public; awsvpc only works in a private subnet.""
""2.	S3 won’t work unless you add the right permissions in your Task Definition.""
""3.	The Task Definition specs must match the EC2 instance specs.""
""4.	Set the minimum task count to 0 in your Service settings—this allows CI/CD deployments to replace the running task.""
""""
""Final Tip: Always read the docs! Or, you know, just bookmark this post. ✌️""
""""
""💡 What’s your experience moving to AWS? Any tips or lessons to share?""
""""
""Monthly cost: ~ $14 (majorly on VPC / database spillover)""
""""
""#aws #devops #backend #linkedin","","",MEMBER_NETWORK
2024-09-13 20:42:58,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7240459969899184128,"Let the Development Begin 🔥""
""""
""Finally made the switch from Monolithic to Microservices as a Backend Developer.""
""""
""With the bar raised at my current job, I had to invest in something that could keep up. My old system just wasn’t cutting it anymore – especially when running more than one Docker container. After a lot of back and forth, I finally decided on a MacBook over a gaming rig, and as an iPhone user, the Apple ecosystem just made sense 😌.""
""""
""Biggest financial investment I’ve made in my career so far, but I’m all in. Let’s go! 🚀""
""""
""#backend #microservices #macbook #iphone16","","",MEMBER_NETWORK
2024-04-19 05:49:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7186964125959278592,"Outstanding Insigt, never knew how RPC or gRPC worked till now 🙌🏾","","",MEMBER_NETWORK
2024-02-19 12:18:54,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A6986570-7165318831735750658,"The odds of just seeing this after my interview, Wow!""
""""
""Thank God I did my research 🔥""
""""
""Thank you Adeife Adeoye for the pro tip!","","",MEMBER_NETWORK
2024-02-19 12:18:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7165318797166297088,"The odds of just seeing this after my interview, Wow!""
""""
""Thank God I did my research 🔥""
""""
""Thank you Adeife Adeoye for the pro tip!","","",MEMBER_NETWORK
2024-02-19 01:17:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7165152424536616960,"🚀 Leveling Up with HNG Advance: Exploring Docker & Kubernetes 🐳💡""
""""
""Hey #Fam! Today marks the start of my journey with HNG Advance as I delve into the world of Docker and Kubernetes! 🚀💻""
""I'm all about continuous growth and seizing opportunities to enhance my skills. So, when the chance came to dive into containerization and orchestration, I jumped at it!""
""Over the next few weeks, I'll be immersing myself in Docker and Kubernetes, learning to build, deploy, and manage applications like never before. It's all about taking my DevOps skills to new heights! 🛠️""
""Huge shoutout to the incredible team at HNG Internship Advance for crafting this amazing program and providing the support and resources needed. Let's make it count! 💪💥""
""Stay tuned for updates as I embark on this journey - here's to learning, growing, and embracing the adventure! 🌟 #DevOps #Docker #Kubernetes #HNGAdvance #LearningJourney #ExcitedToGrow","","",MEMBER_NETWORK
2024-02-17 14:14:17,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7164623092575596544,"Works like a Charm🔥""
""Thanks Glory","","",MEMBER_NETWORK
2023-08-05 11:28:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7093553224397299712,"🚀 Excited to share my latest creation: a Decentralized Patient Record system! 🏥📁""
""🔗 Take a peek at the future of healthcare data management: privacy-focused, secure, and accessible to patients. #DecentralizedHealthcare #HealthTech #Innovation""
""🔍 I'm open to any feedback and criticism in the comments! Let's build a better, healthier future together. 💙 #HealthcareRevolution #PatientData #TechForGood""
""""
""https://lnkd.in/dZSn7cUe","","",MEMBER_NETWORK
2023-08-01 02:53:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7091974174457364480,"Passion is a product of Action ✨""
""""
""7 months internship done and dusted 🥳""
""""
""I'm very grateful to Genesys Tech Hub  for creating such an amazing experience on this internship and crossing literally all the boards of my expectations, going from learning, to design sprints, to live Pitch, to Standardization test, to Scrum week, to Build Szn..... and these are only my favourites mentioned.""
""""
""For the past 7 months, I have been doing things I had neverrrr done before with the nitch of ""Everything is Learnable"" and I did heavily above average from putting in the work and dedication.""
""""
""Special appraisal to Inyene Ikpe  & Amara Onyeji our coordinators, Ezeh Livinus & Jim Ezesinachi my backend mentors toh baddest✨, Nwachinemere Ibeagi my right-hand man in everything and my No 1 fans Nnaemeka Okafor  Chisco, Ifunanya Okafor  Chinaza Okafor, odera, Izu, oluchiiii, Abayomi Adeniyi A.C (ACSP) .... for their massive support in following through with the hardest of times of this journey.""
""""
""Backend Developer toh bad ✨!""
""""
""For details :""
""1. Check out my Resume - https://lnkd.in/dhTAx6i7","","",MEMBER_NETWORK
2023-05-27 12:41:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7068204542235934720,"","","",MEMBER_NETWORK
2023-05-27 12:40:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7068204342205423616,"This is really clean, I would love to code like this someday","","",MEMBER_NETWORK
2022-12-02 14:55:21,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7004457988165918720,"I don’t know if am the only one but i get anxious posting in general, cause I get a bit too concerned on the review and how am not getting much like and ……., so i just never put any effort to it.""
""Then I Got some advice in class yesterday on putting yourself out there for better opportunities cause your helpers can’t/ won’t go through your gallery or what not, so this is me putting myself out here""
""""
""#fresher #tech #frontend #backend #freshbeginning","","",MEMBER_NETWORK
2022-12-02 12:46:11,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7004425482687410177,"Got in Nithub Bootcamp, my Journey throug Data Structure and Algorithm","","",MEMBER_NETWORK
2022-07-11 18:57:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6952335183647842305,I’m happy to share that I’m starting a new position as Software Developer at Freelance!,"","",MEMBER_NETWORK
